year,a3,a2,name,edu_level,category,group,value,class
2001,MUS,mu,Mauritius,Secondary Education,Overall,Overall,0.535147368907928,Private
2003,MUS,mu,Mauritius,Secondary Education,Overall,Overall,0.401839911937714,Private
2001,MUS,mu,Mauritius,Secondary Education,Overall,Overall,0.742245197296143,Public
2003,MUS,mu,Mauritius,Secondary Education,Overall,Overall,0.416354089975357,Public
2001,MUS,mu,Mauritius,Tertiary Education,Overall,Overall,3.2393910805694e-4,Private
2003,MUS,mu,Mauritius,Tertiary Education,Overall,Overall,0.140202388167381,Private
2003,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.590717315673828,Private
2007,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.563291132450104,Private
2008,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.558521568775177,Private
2009,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.571743905544281,Private
2010,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.586278557777405,Private
2012,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.582441091537476,Private
2001,MUS,mu,Mauritius,Tertiary Education,industry,Health,0,Private
2003,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.238805964589119,Private
2006,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.0490196086466312,Private
2007,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.214814811944962,Private
2008,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.242424249649048,Private
2009,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.159663870930672,Private
2010,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.2786885201931,Private
2012,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.257668703794479,Private
2012,MUS,mu,Mauritius,Tertiary Education,occupation,Medical workers,0.875,Private
2012,MUS,mu,Mauritius,Tertiary Education,occupation,Teachers,0.766187071800232,Private
2003,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.667883217334747,Public
2007,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.621428549289703,Public
2008,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.673860907554626,Public
2009,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.658139526844025,Public
2010,MUS,mu,Mauritius,Tertiary Education,industry,Education,0.687640428543091,Public
2003,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.448979586362839,Public
2007,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.414351850748062,Public
2008,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.482849597930908,Public
2009,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.468671679496765,Public
2010,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.479905426502228,Public
2012,MUS,mu,Mauritius,Tertiary Education,industry,Health,0.492610841989517,Public
2003,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.266115695238113,Public
2007,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.432664752006531,Public
2008,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.474489808082581,Public
2009,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.423935085535049,Public
2010,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.425655990839005,Public
2012,MUS,mu,Mauritius,Tertiary Education,industry,Public Administration,0.402504473924637,Public
2012,MUS,mu,Mauritius,Tertiary Education,occupation,Teachers,0.90625,Public
2012,MOZ,mz,Mozambique,Primary Education,Overall,Overall,0.523727595806122,Private
2014,MOZ,mz,Mozambique,Primary Education,Overall,Overall,0.48137629032135,Private
2008,MOZ,mz,Mozambique,Primary Education,Overall,Overall,0.342417746782303,Public
2012,MOZ,mz,Mozambique,Primary Education,Overall,Overall,0.137780070304871,Public
2014,MOZ,mz,Mozambique,Primary Education,Overall,Overall,0.0912812277674675,Public
2002,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.0358194820582867,Private
2008,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.177610546350479,Private
2012,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.319188922643662,Private
2014,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.356309324502945,Private
2008,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.445507615804672,Public
2012,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.579597771167755,Public
2014,MOZ,mz,Mozambique,Secondary Education,Overall,Overall,0.507344663143158,Public
2002,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.0240986682474613,Private
2008,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.0409280322492123,Private
2012,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.0549538321793079,Private
2014,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.0544050335884094,Private
2008,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.192724198102951,Public
2012,MOZ,mz,Mozambique,Tertiary Education,Overall,Overall,0.261238396167755,Public
2008,NAM,NA,Namibia,No Education,Overall,Overall,0.0982551127672195,Private
2012,NAM,NA,Namibia,No Education,Overall,Overall,0.0868304744362831,Private
2013,NAM,NA,Namibia,No Education,Overall,Overall,0.084187850356102,Private
2014,NAM,NA,Namibia,No Education,Overall,Overall,0.0934577509760857,Private
2015,NAM,NA,Namibia,No Education,Overall,Overall,0.110958248376846,Private
2008,NAM,NA,Namibia,No Education,Overall,Overall,0.0384162180125713,Public
2012,NAM,NA,Namibia,No Education,Overall,Overall,0.0158786326646805,Public
2013,NAM,NA,Namibia,No Education,Overall,Overall,0.0204835161566734,Public
2014,NAM,NA,Namibia,No Education,Overall,Overall,0.0183623414486647,Public
2015,NAM,NA,Namibia,No Education,Overall,Overall,0.0237437561154366,Public
2008,NAM,NA,Namibia,Primary Education,Overall,Overall,0.236446052789688,Private
2012,NAM,NA,Namibia,Primary Education,Overall,Overall,0.184751600027084,Private
2013,NAM,NA,Namibia,Primary Education,Overall,Overall,0.205314204096794,Private
2014,NAM,NA,Namibia,Primary Education,Overall,Overall,0.207056656479836,Private
2015,NAM,NA,Namibia,Primary Education,Overall,Overall,0.17534801363945,Private
2008,NAM,NA,Namibia,Primary Education,Overall,Overall,0.120595820248127,Public
2012,NAM,NA,Namibia,Primary Education,Overall,Overall,0.106919914484024,Public
2013,NAM,NA,Namibia,Primary Education,Overall,Overall,0.0955458655953407,Public
2014,NAM,NA,Namibia,Primary Education,Overall,Overall,0.0724535956978798,Public
2015,NAM,NA,Namibia,Primary Education,Overall,Overall,0.0844459384679794,Public
2008,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.615474164485931,Private
2012,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.676305592060089,Private
2013,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.638264119625092,Private
2014,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.655042290687561,Private
2015,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.564346551895142,Private
2008,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.488282591104507,Public
2012,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.587764263153076,Public
2013,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.54600203037262,Public
2014,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.589719176292419,Public
2015,NAM,NA,Namibia,Secondary Education,Overall,Overall,0.383776426315308,Public
2008,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.0498246736824512,Private
2012,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.0521122999489307,Private
2013,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.0722338557243347,Private
2014,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.0444432944059372,Private
2015,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.149347171187401,Private
2008,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.352705359458923,Public
2012,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.28943720459938,Public
2013,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.337968587875366,Public
2014,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.319464862346649,Public
2015,NAM,NA,Namibia,Tertiary Education,Overall,Overall,0.508033871650696,Public
2005,NER,ne,Niger,No Education,Overall,Overall,0.514514923095703,Private
2007,NER,ne,Niger,No Education,Overall,Overall,0.546231687068939,Private
2011,NER,ne,Niger,No Education,Overall,Overall,0.611972212791443,Private
2005,NER,ne,Niger,No Education,Overall,Overall,0.157769769430161,Public
2007,NER,ne,Niger,No Education,Overall,Overall,0.113209314644337,Public
2011,NER,ne,Niger,No Education,Overall,Overall,0.0649178996682167,Public
2005,NER,ne,Niger,Primary Education,Overall,Overall,0.341664165258408,Private
2007,NER,ne,Niger,Primary Education,Overall,Overall,0.3870490193367,Private
2011,NER,ne,Niger,Primary Education,Overall,Overall,0.193135872483253,Private
2005,NER,ne,Niger,Primary Education,Overall,Overall,0.219670593738556,Public
2007,NER,ne,Niger,Primary Education,Overall,Overall,0.319635689258575,Public
2011,NER,ne,Niger,Primary Education,Overall,Overall,0.0459453240036964,Public
2005,NER,ne,Niger,Secondary Education,Overall,Overall,0.0991235002875328,Private
2007,NER,ne,Niger,Secondary Education,Overall,Overall,0.0122486427426338,Private
2011,NER,ne,Niger,Secondary Education,Overall,Overall,0.159116700291634,Private
2005,NER,ne,Niger,Secondary Education,Overall,Overall,0.470785409212112,Public
2007,NER,ne,Niger,Secondary Education,Overall,Overall,0.410168409347534,Public
2011,NER,ne,Niger,Secondary Education,Overall,Overall,0.61478978395462,Public
2005,NER,ne,Niger,Tertiary Education,Overall,Overall,0.044697392731905,Private
2007,NER,ne,Niger,Tertiary Education,Overall,Overall,0.0544706508517265,Private
2011,NER,ne,Niger,Tertiary Education,Overall,Overall,0.0357751920819283,Private
2005,NER,ne,Niger,Tertiary Education,Overall,Overall,0.151774227619171,Public
2007,NER,ne,Niger,Tertiary Education,Overall,Overall,0.156986609101295,Public
2011,NER,ne,Niger,Tertiary Education,Overall,Overall,0.274347007274628,Public
2003,NGA,ng,Nigeria,No Education,Overall,Overall,0.36837300658226,Private
2009,NGA,ng,Nigeria,No Education,Overall,Overall,0.454036593437195,Private
2010,NGA,ng,Nigeria,No Education,Overall,Overall,0.340082913637161,Private
2003,NGA,ng,Nigeria,No Education,Overall,Overall,0.0725003704428673,Public
2010,NGA,ng,Nigeria,No Education,Overall,Overall,0.0321081653237343,Public
2003,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.230782181024551,Private
2009,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.27084955573082,Private
2010,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.293663948774338,Private
2003,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.165224924683571,Public
2009,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.164806082844734,Public
2010,NGA,ng,Nigeria,Primary Education,Overall,Overall,0.104260846972466,Public
2003,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.274119943380356,Private
2009,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.193445980548859,Private
2010,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.286884278059006,Private
2003,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.368050307035446,Public
2009,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.247877687215805,Public
2010,NGA,ng,Nigeria,Secondary Education,Overall,Overall,0.248784825205803,Public
2003,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.126724883913994,Private
2009,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.0816678702831268,Private
2010,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.0793688520789146,Private
2003,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.394224375486374,Public
2009,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.383636355400085,Public
2010,NGA,ng,Nigeria,Tertiary Education,Overall,Overall,0.614846169948578,Public
2013,RWA,rw,Rwanda,No Education,Overall,Overall,0.171838194131851,Private
2016,RWA,rw,Rwanda,No Education,Overall,Overall,0.147839337587357,Private
2013,RWA,rw,Rwanda,No Education,Overall,Overall,0.0186015162616968,Public
2016,RWA,rw,Rwanda,No Education,Overall,Overall,0.0481653995811939,Public
2013,RWA,rw,Rwanda,Primary Education,Overall,Overall,0.622540414333344,Private
2016,RWA,rw,Rwanda,Primary Education,Overall,Overall,0.681941151618958,Private
2013,RWA,rw,Rwanda,Primary Education,Overall,Overall,0.177330076694489,Public
2016,RWA,rw,Rwanda,Primary Education,Overall,Overall,0.287819504737854,Public
2013,RWA,rw,Rwanda,Secondary Education,Overall,Overall,0.166891306638718,Private
2016,RWA,rw,Rwanda,Secondary Education,Overall,Overall,0.128175050020218,Private
2013,RWA,rw,Rwanda,Secondary Education,Overall,Overall,0.405327260494232,Public
2016,RWA,rw,Rwanda,Secondary Education,Overall,Overall,0.279059827327728,Public
2013,RWA,rw,Rwanda,Tertiary Education,Overall,Overall,0.0387300997972488,Private
2016,RWA,rw,Rwanda,Tertiary Education,Overall,Overall,0.0420444644987583,Private
2013,RWA,rw,Rwanda,Tertiary Education,industry,Education,0.312442541122437,Private
2013,RWA,rw,Rwanda,Tertiary Education,industry,Health,0.308369368314743,Private
2013,RWA,rw,Rwanda,Tertiary Education,Overall,Overall,0.398741155862808,Public
2016,RWA,rw,Rwanda,Tertiary Education,Overall,Overall,0.384955257177353,Public
2013,RWA,rw,Rwanda,Tertiary Education,industry,Education,0.475224882364273,Public
2013,RWA,rw,Rwanda,Tertiary Education,industry,Health,0.507015824317932,Public
2013,RWA,rw,Rwanda,Tertiary Education,industry,Public Administration,0.362524658441544,Public
2000,STP,st,São Tomé and Principe,No Education,Overall,Overall,0.0715242028236389,Private
2010,STP,st,São Tomé and Principe,Primary Education,Overall,Overall,0.367707818746567,Private
2010,STP,st,São Tomé and Principe,Primary Education,Overall,Overall,0.354804158210754,Public
2010,STP,st,São Tomé and Principe,Secondary Education,Overall,Overall,0.107469648122787,Public
2000,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0,Private
2010,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0.0377090387046337,Private
2017,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0.0202551409602165,Private
2000,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0,Public
2010,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0.10767437517643,Public
2017,STP,st,São Tomé and Principe,Tertiary Education,Overall,Overall,0.16576786339283,Public
2001,SEN,sn,Senegal,No Education,Overall,Overall,0.532355844974518,Private
2005,SEN,sn,Senegal,No Education,Overall,Overall,0.259089022874832,Private
2011,SEN,sn,Senegal,No Education,Overall,Overall,0.343067616224289,Private
2001,SEN,sn,Senegal,No Education,Overall,Overall,0.226932212710381,Public
2001,SEN,sn,Senegal,Primary Education,Overall,Overall,0.24796561896801,Private
2005,SEN,sn,Senegal,Primary Education,Overall,Overall,0.233551636338234,Private
2011,SEN,sn,Senegal,Primary Education,Overall,Overall,0.32080540060997,Private
2001,SEN,sn,Senegal,Primary Education,Overall,Overall,0.241213157773018,Public
2005,SEN,sn,Senegal,Primary Education,Overall,Overall,0.259238600730896,Public
2011,SEN,sn,Senegal,Primary Education,Overall,Overall,0.127020254731178,Public
2001,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.146881327033043,Private
2005,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.296551495790482,Private
2011,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.200129076838493,Private
2001,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.318407237529755,Public
2005,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.191061407327652,Public
2011,SEN,sn,Senegal,Secondary Education,Overall,Overall,0.304304182529449,Public
2001,SEN,sn,Senegal,Tertiary Education,Overall,Overall,0.0727972313761711,Private
2005,SEN,sn,Senegal,Tertiary Education,Overall,Overall,0.210807844996452,Private
2011,SEN,sn,Senegal,Tertiary Education,Overall,Overall,0.135997921228409,Private
2001,SEN,sn,Senegal,Tertiary Education,Overall,Overall,0.213447391986847,Public
2005,SEN,sn,Senegal,Tertiary Education,Overall,Overall,0.144863367080688,Public
2013,SYC,sc,Seychelles,Tertiary Education,industry,Education,0.524722695350647,Private
2013,SYC,sc,Seychelles,Tertiary Education,industry,Health,0.0809319242835045,Private
2013,SYC,sc,Seychelles,Tertiary Education,industry,Education,0.339316427707672,Public
2013,SYC,sc,Seychelles,Tertiary Education,industry,Health,0.206445619463921,Public
2013,SYC,sc,Seychelles,Tertiary Education,industry,Public Administration,0.27180004119873,Public
2003,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.198511943221092,Private
2011,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.268505394458771,Private
2015,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.225076958537102,Private
2003,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.0586469322443008,Public
2011,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.0596700385212898,Public
2015,SLE,sl,Sierra Leone,No Education,Overall,Overall,0.0387342907488346,Public
2003,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.158921495079994,Private
2011,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.157400980591774,Private
2015,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.131570890545845,Private
2003,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.054112400859594303,Public
2011,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.0899034440517426,Public
2015,SLE,sl,Sierra Leone,Primary Education,Overall,Overall,0.0276546757668257,Public
2003,SLE,sl,Sierra Leone,Secondary Education,Overall,Overall,0.638674020767212,Private
2015,SLE,sl,Sierra Leone,Secondary Education,Overall,Overall,0.545877575874329,Private
2015,SLE,sl,Sierra Leone,Secondary Education,Overall,Overall,0.42046445608139,Public
2003,SLE,sl,Sierra Leone,Tertiary Education,Overall,Overall,0.00389254093170166,Private
2015,SLE,sl,Sierra Leone,Tertiary Education,Overall,Overall,0.0974745899438858,Private
2015,SLE,sl,Sierra Leone,Tertiary Education,Overall,Overall,0.513146579265594,Public
2013,SOM,so,Somalia,No Education,Overall,Overall,0.519523561000824,Private
2013,SOM,so,Somalia,Primary Education,Overall,Overall,0.177473992109299,Private
2013,SOM,so,Somalia,Primary Education,Overall,Overall,0.162964314222336,Public
2013,SOM,so,Somalia,Secondary Education,Overall,Overall,0.142458945512772,Private
2013,SOM,so,Somalia,Secondary Education,Overall,Overall,0.172096729278564,Public
2013,SOM,so,Somalia,Tertiary Education,Overall,Overall,0.160543516278267,Private
2013,SOM,so,Somalia,Tertiary Education,Overall,Overall,0.248919889330864,Public
2000,ZAF,za,South Africa,No Education,Overall,Overall,0.079617366194725,Private
2001,ZAF,za,South Africa,No Education,Overall,Overall,0.0739416927099228,Private
2003,ZAF,za,South Africa,No Education,Overall,Overall,0.0686515942215919,Private
2008,ZAF,za,South Africa,No Education,Overall,Overall,0.0410486049950123,Private
2009,ZAF,za,South Africa,No Education,Overall,Overall,0.0364630371332169,Private
2010,ZAF,za,South Africa,No Education,Overall,Overall,0.0310192797333002,Private
2012,ZAF,za,South Africa,No Education,Overall,Overall,0.0269337277859449,Private
2013,ZAF,za,South Africa,No Education,Overall,Overall,0.0259709600359201,Private
2014,ZAF,za,South Africa,No Education,Overall,Overall,0.0240405816584826,Private
2015,ZAF,za,South Africa,No Education,Overall,Overall,0.0271695647388697,Private
2016,ZAF,za,South Africa,No Education,Overall,Overall,0.0227362513542175,Private
2017,ZAF,za,South Africa,No Education,Overall,Overall,0.0199940614402294,Private
2018,ZAF,za,South Africa,No Education,Overall,Overall,0.0185645148158073,Private
2019,ZAF,za,South Africa,No Education,Overall,Overall,0.0187560450285673,Private
2020,ZAF,za,South Africa,No Education,Overall,Overall,0.0131524596363306,Private
2000,ZAF,za,South Africa,No Education,Overall,Overall,0.0326923690736294,Public
2001,ZAF,za,South Africa,No Education,Overall,Overall,0.031243396922946,Public
2003,ZAF,za,South Africa,No Education,Overall,Overall,0.0180397592484951,Public
2008,ZAF,za,South Africa,No Education,Overall,Overall,0.0214711986482143,Public
2009,ZAF,za,South Africa,No Education,Overall,Overall,0.0177443809807301,Public
2010,ZAF,za,South Africa,No Education,Overall,Overall,0.016795227304101,Public
2012,ZAF,za,South Africa,No Education,Overall,Overall,0.012051397934556,Public
2013,ZAF,za,South Africa,No Education,Overall,Overall,0.0141964219510555,Public
2014,ZAF,za,South Africa,No Education,Overall,Overall,0.0200195964425802,Public
2015,ZAF,za,South Africa,No Education,Overall,Overall,0.0150781534612179,Public
2016,ZAF,za,South Africa,No Education,Overall,Overall,0.0123511394485831,Public
2017,ZAF,za,South Africa,No Education,Overall,Overall,0.0147311659529805,Public
2018,ZAF,za,South Africa,No Education,Overall,Overall,0.012477888725698,Public
2019,ZAF,za,South Africa,No Education,Overall,Overall,0.0122845573350787,Public
2020,ZAF,za,South Africa,No Education,Overall,Overall,0.00904837064445019,Public
2000,ZAF,za,South Africa,Primary Education,Overall,Overall,0.1964320987463,Private
2001,ZAF,za,South Africa,Primary Education,Overall,Overall,0.184742897748947,Private
2003,ZAF,za,South Africa,Primary Education,Overall,Overall,0.172313243150711,Private
2008,ZAF,za,South Africa,Primary Education,Overall,Overall,0.16946966946125,Private
2009,ZAF,za,South Africa,Primary Education,Overall,Overall,0.157581374049187,Private
2010,ZAF,za,South Africa,Primary Education,Overall,Overall,0.140267908573151,Private
2012,ZAF,za,South Africa,Primary Education,Overall,Overall,0.130397453904152,Private
2013,ZAF,za,South Africa,Primary Education,Overall,Overall,0.129787743091583,Private
2014,ZAF,za,South Africa,Primary Education,Overall,Overall,0.116926647722721,Private
2015,ZAF,za,South Africa,Primary Education,Overall,Overall,0.123584076762199,Private
2016,ZAF,za,South Africa,Primary Education,Overall,Overall,0.121386557817459,Private
2017,ZAF,za,South Africa,Primary Education,Overall,Overall,0.106267593801022,Private
2018,ZAF,za,South Africa,Primary Education,Overall,Overall,0.105728320777416,Private
2019,ZAF,za,South Africa,Primary Education,Overall,Overall,0.103021197021008,Private
2020,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0869440212845802,Private
2000,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0855124667286873,Public
2001,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0775107741355896,Public
2003,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0689052417874336,Public
2008,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0820574387907982,Public
2009,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0765721723437309,Public
2010,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0651751309633255,Public
2012,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0672213658690453,Public
2013,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0675974637269974,Public
2014,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0699592754244804,Public
2015,ZAF,za,South Africa,Primary Education,Overall,Overall,0.074730396270752,Public
2016,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0739750191569328,Public
2017,ZAF,za,South Africa,Primary Education,Overall,Overall,0.077734112739563,Public
2018,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0609101243317127,Public
2019,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0571476295590401,Public
2020,ZAF,za,South Africa,Primary Education,Overall,Overall,0.0507763437926769,Public
2000,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.615315556526184,Private
2001,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.639328122138977,Private
2003,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.651627779006958,Private
2008,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.65997314453125,Private
2009,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.664909660816193,Private
2010,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.683373749256134,Private
2012,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.698284506797791,Private
2013,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.695972144603729,Private
2014,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.701328992843628,Private
2015,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.704930067062378,Private
2016,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.71257221698761,Private
2017,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.7054523229599,Private
2018,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.724380135536194,Private
2019,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.722345590591431,Private
2020,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.739776849746704,Private
2000,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.484435021877289,Public
2001,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.490757167339325,Public
2003,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.476583331823349,Public
2008,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.445708096027374,Public
2009,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.440041333436966,Public
2010,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.44840607047081,Public
2012,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.470882028341293,Public
2013,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.476712316274643,Public
2014,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.485753923654556,Public
2015,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.496081620454788,Public
2016,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.47777333855629,Public
2017,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.451648443937302,Public
2018,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.476424992084503,Public
2019,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.466794461011887,Public
2020,ZAF,za,South Africa,Secondary Education,Overall,Overall,0.463021516799927,Public
2000,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.108634971082211,Private
2001,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.101987309753895,Private
2003,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.1074073985219,Private
2008,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.129508569836617,Private
2009,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.141045957803726,Private
2010,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.145339027047157,Private
2012,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.144384324550629,Private
2013,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.148269131779671,Private
2014,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.157703787088394,Private
2015,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.144316285848618,Private
2016,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.143304988741875,Private
2017,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.168285995721817,Private
2018,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.151327028870583,Private
2019,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.155877158045769,Private
2020,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.16012667119503,Private
2014,ZAF,za,South Africa,Tertiary Education,industry,Education,0.437771290540695,Private
2017,ZAF,za,South Africa,Tertiary Education,industry,Education,0.510579586029053,Private
2014,ZAF,za,South Africa,Tertiary Education,industry,Health,0.0679817721247673,Private
2017,ZAF,za,South Africa,Tertiary Education,industry,Health,0.113920666277409,Private
2014,ZAF,za,South Africa,Tertiary Education,occupation,Medical workers,0.863103866577148,Private
2014,ZAF,za,South Africa,Tertiary Education,occupation,Teachers,0.850558221340179,Private
2017,ZAF,za,South Africa,Tertiary Education,occupation,Teachers,0.888465404510498,Private
2000,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.397360146045685,Public
